"movie_name","title","reviewer","review","date","ratings"
"Avatar: The Last Airbender (2024)","Lost Arc of Aang","pollereulogy","I really loved the animated Series of Avatar, watched it so many times.Good things :
Although this season is much better than last flop movie but they missed so many things. CGI is much better, effects and fights are really good. Bending effects couldnt be better .Bad things :
The fun of characters was nowhere to be seen. Sokka was suppose to be a funny guy but they made him look so angry all the time. Same goes for bhoomi and Iroh.Story has been changed much enough that for person who never watched it wouldnt understand all of it.Dialogues and script is so cringe at some places. Specially dialogues of kitara and sokka. Unnecessarily trying to fit the dialogues of animated series without setting up the whole script .So its 6/10 for me.","22 February 2024","6/10"
"Avatar: The Last Airbender (2024)","Now we know why DiMartino and K split...","Shiryu05","I usually type my review out long and detailed, but I love the OG show so much and after watching this adaptation I dont feel like bashing this just out of my love for the source material and cus this was bland.But if I was to TL;DR it - Same ol same ol,Same old Netflix being Netflix
just rushing motivations and character development scenes only to replace it with expository paragraph like stilted and flat dialogue just so they can get to that Key high points in the story without the actual soul of the journey.No humor or joy in scenes that were taken from OG but twisted around to be exposition, and where there is humor it feels mean spirited or cringe or just humor in places that makes no sense and confuses you more than anything so you dont really find it funny.This was disappointing and I feel empty.Far Better than the movie but that is a low bar to clear.Episode 6,7,8 sat in a MF bullet train just to get to the end, they could have easily made book 1 into Two seasons to get the characters fleshed out and added more emotion to the journey.Maybe I should thank the stars that they didnt shove more into it like they did for Yu Yu Hakusho Live action where they rammed 60 Episodes into 5 live action.Conclusion - People who have never seen this will love it since it is still adapting excellent and amazing storybeats from the OG. People who love the OG will not find any joy or soul in this.","24 February 2024","5/10"
"Avatar: The Last Airbender (2024)","Weak dialogue and rushed pacing compromise an otherwise well-done adaptation","seige-hound","The visuals are stunning - the effects are more impressive than I hoped. Unfortunately the dialogue leaves very little to the imagination. It is so literal! Good storytelling doesn't involve explaining to the audience the beginning middle and end in the first 20 minutes. Did Chat-GPT write this?! This reeks of studio execs having to get this out and not hiring/ supporting good writers. It cheapens the acting, and you lose the emotion, passion, and energy. The animated show wasn't about the sick fight scenes, but that's likely all you're gonna get from the live action.Kid who plays Zuko absolutely nails it. He couldn't have been cast better.","23 February 2024","6/10"
"Avatar: The Last Airbender (2024)","Amazing CGI and Effects, Bad acting and Script","bestdesigns","Overall i enjoyed the show. The visual FX is a spectacle to watch and is rather nicely executed. The backdrops and sets were all very well done. The characters themselves give tribute the original story and characters but that is there my problems with the show begins.My biggest disappointment is that If you've watched the movie you could basically can skip this. The general story begins and ends the same.The writing at times felt forced, bland and ""kinda pausing for reaction"" bad. The actors themselves i liked, but nothing memorable either.The princess character and here entourage annoyed me to no end and the whole writing around her felt extremely forced. And while writing this part or this review I even lower my score from 7 to 6/10 so bad it was for me.","22 February 2024","6/10"
"Avatar: The Last Airbender (2024)","I usually type long reviews, but I feel empty after watching this...","LovecraftKaiju","I know Avatar: The Last Airbender is one of the most popular and loved animated shows of all time. They even tried to make a movie about it back in 2010 the is universally panned. The animated series has a 9.4 rating here and the movie only a 4.0 so people have been hungry for a good live adaptation of the animated series for a long time. It's finally here. It's almost impossible to please everyone who liked the original animated series because everyone has their own expectations on how it should be and they hate when it differs even a little from the original. They don't seem to understand how they don't have the luxury of having unlimited episodes and get go as in depth as the original, it has to be adapted into only 8 episodes per season. I had no problem at all, I liked this series so much that I binged all 8 episodes in only 2 days. I just couldn't stop watching and already looking forward to next season.","23 February 2024","5/10"
"Avatar: The Last Airbender (2024)","Too rushed and soulless","msmy98","Avatar: The Last Airbender is based off the animated series of the same name. It takes place in a world that is divided into 4 different nations, each nation is made up of an element (Fire, Water, Air and Earth). The Avatar is the only one who can master all 4 elements and the one who brings balance between all the nations until one day the Fire Nation decides to invade. The Avatar is the only one who can stop them but he suddenly disappears. A hundred years later a new Avatar named, Aang, emerges. With some help from friends he must master the elements to bring peace and balance back to the world. I have to admit that I've never seen the animated series or movie so I went into this with no expectations or prior knowledge of the series. I've read good things and the trailer looked good so I gave it a shot. I'm glad I did because I really enjoyed it. I thought it was going to be more aimed to younger audiences but it's enjoyable for everyone.","22 February 2024","5/10"
"The Walking Dead: The Ones Who Live (2024)","Better Than Expected","Supermanfan-13","The Walking Dead: The Ones Who Live might be the best of all the spinoffs. I was initially hesitant about watching these spinoffs considering the last few seasons of The Walking Dead and Fear the Walking Dead was so up and down (and the other spinoffs have been downright awful) but I've actually really enjoyed all three of the new spinoffs much more than I anticipated. This is the one everyone's been looking forward to for years now. They originally announced a 3 movie deal about continuing Rick Grimes story that was suppose to happen back in 2020 but it never came. Then they changed it to this spinoff and I love it. Andrew Lincoln and Danai Gurira return to their roles of Rick and Michonne. I hope they continue to do multiple seasons of this like they are with the other two spinoffs because they've all been great.","15 March 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","The wait is finally over","DiCaprioFan1","It's finally here. The Walking Dead: The Ones Who live brings back the story of Rick and Michonne. We've been waiting for 4 years for this and it does not disappoint. This has the look and feel of a blockbuster movie. Rick and Michonne are two fan favorites and two of the main from the original. They ended up falling in love and starting a family and this show continues their love story. Andrew Lincoln (Rick) and Danai Gurira (Michonne) are as good as ever. Everyone who's waited for Rick to return won't be disappointed. This has the solid writing of the good years of the original and the great acting that made us love these characters in the first place. I can't say enough about the three new spinoffs so far. All 3 have been better than anything TWD has put out in year.","26 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Okay-I'm not gonna lie.","MostlyPeacefulMatthew","Okay-I'm not gonna lie. The Ones Who Live first episode was pretty fire.I didn't realize how much I actually missed Rick Grimes.That alone is enough to watch it. Rick Grimes is one of the best characters ever put to screen. The argument is made all the time, he IS the Walking Dead. I do like the theme song in the opening credits as well.It has great visuals. I feel it's very comic book-y. And I am actually already hooked in. I didn't really care that much with the other spin-offs. But Rick-I'm sucked in once again.I know AMC is just never gonna end this freaking universe LOL. But I'll watch anything with Rick in it.9 stars.","25 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Masterpiece!! 10!","Victor411","Absolute masterpiece!!!Character dynamics,cinematography,sound effects,emotional scenes awesome!!Literally enjoyed every second of the first ep. We've been waiting for production like this in the walking dead universe. Especially sound effects and cinematography were something else!The plot twist was unexpected. Ending was the most emotional part! New characters like Okafor,Thorne,Beale had amazing introductions and impacts! Story quality was better than I expected. I hope it keeps this quality. This was what all the walking dead universe fans needed. Amazing performances by Andrew Lincoln and Craig Tate. Thank you for this! Hyped for rest of the show.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","This proved we don't need Quantity Shows, we need Quality shows like this!","arora-pawan1","After last few seasons of The Walking Dead, after Rick's departure, after Mediocre Spin-Offs didn't expect something Soo Good from The Walking Dead Universe! This proved we don't need Quantity Shows, we need Quality shows like this!Direction, Visuals, BGM. Everything is PerfectAndrew Lincolns performance throughout Walking Dead deserves all the praise one can, and he stayed consistently good here as well. Unlike Most Spin-Offs, this Spin-Off is the best I saw in recent times!Story wise, single episode didn't more than rest 2 Spin-Offs Combined, so I would give it a Solid 10/10Looking forward to upcoming episodes!","13 March 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","After they killed the son I didn't stick around....BUT!","msorik","...There is always hope. Its hard to watch when other favorites are not around but i hope these idiots tie it all together in the end. I cannot call them anything but idiots for ruining things...totally didn't care for Negan era, though i watched it till he came down, and the other 'baddies' so i just dipped out. Then i heard about the fork in the middle...Daryl--Mag&Neg--TheRick&Michonne...so that is where we are at. I like intimacy of handful of characters and not a whole city but let's see where we go...DO NOT MESS THIS UP. Of course the third-person perspective of Michonne and the Brave Man, lead me to believe we have a Legend type of thing maybe bieng set up for Rick. Whatever the case great to see Rick and my lady Michonne!","25 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","THIS is The Walking Dead we all loved!","TheWatcher17","Even though the series just started, already it's a masterpiece and EXACTLY how TWD should have been these past few years. The production value, the writing, directing, the emotion, the acting, the mystery, the action, the timing and not wasting it on filler, etc. This is what made a lot of people fall in love with TWD in the first place. Danai and Andrew really showed how it's done and I'm glad they took this seriously not only as actors, but also with writing and directing credits. I really hope this is the true start of the revival of the TWD Universe and not just limited to 6 episodes, because this show is truly exciting and so well done.","8 March 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","Lincoln is back","e-1529","Andrew Lincoln is back and it seems like he hasn't lost a beat. His acting is spot on, he brings the same magic that made the walking dead special. The show and the story looks great, although I think it's too early to make judgements about that, but it looks promising no doubt, I can't wait to see where it goes. I like the fact that they tied up all the loose ends about what happened after Rick's abduction. It was needed.I'm not a hundred percent convinced about the other female character that is fighting along Rick, but I'm just nitpicking really.Great on all levels, let's hope they keep it up.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","my opinion","Ahmedfadil00","I am currently living in a state of shock. I see Rick Grimes after this long period of hiatus, after six, seven, or eight years. I don't know how long, but I see this series with tears in my eyes, especially the first episode, and the end of the first episode was a shock because all the events that happened happened quickly, making me eager to see a lot. Many people hope for the overwhelming success of this series, which deserves ten stars and the sweetest return to the world of The Walking Dead. I hope that they will all meet at the end of the series, and I hope that they will not be satisfied with one part, but that they will create many parts and bring together all the heroes in at least one episode, because I am eager to see the whole family together.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","How The walking Dead Should Have Been Done All Along...","transientdreams","The depth of the screen writing really caught me off-guard here. I had gotten so used to the mundane and repetitive mellow drama of the Walking Dead series and spin-offs that I actually had to watch a few scenes more than once. Some of the dialog almost takes the place of the action at times, as is should in any great action movie. So many great Horror/paranormal TV series suffer from trying to be sensitive and politically correct, while also appealing to as many people as possible. Bad formula! The entire series of 'Le Brea' is the archetypal example of a completely failed script writing that was unworthy of both actors and all behind-the-scenes talent. When I see a series like Reacher, as well as many others, I am reminded that it's all about the money, and the shortsightedness of people with no creative vision whatsoever. If a show is a hit, why try to improve it? Even if it's kinda lame, and cliche and full of people reminiscing about their past traumas through half of an episode. I think those days are OVER now. 'Continuity' has to exist both emotionally, dramatically, and 'actionably'(My word, you can use it). Meaning that ALL forms of filler-drama, retro-memories, crying jags and meaningless babble have to be kept to a meaningful minimum that doesn't slow the entire episode down to a crawl. This show it how it SHOULD be done, and nothing less should be expected.","11 March 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Better Than Expected","Supermanfan-13","The Walking Dead: The Ones Who Live might be the best of all the spinoffs. I was initially hesitant about watching these spinoffs considering the last few seasons of The Walking Dead and Fear the Walking Dead was so up and down (and the other spinoffs have been downright awful) but I've actually really enjoyed all three of the new spinoffs much more than I anticipated. This is the one everyone's been looking forward to for years now. They originally announced a 3 movie deal about continuing Rick Grimes story that was suppose to happen back in 2020 but it never came. Then they changed it to this spinoff and I love it. Andrew Lincoln and Danai Gurira return to their roles of Rick and Michonne. I hope they continue to do multiple seasons of this like they are with the other two spinoffs because they've all been great.","15 March 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","The wait is finally over","DiCaprioFan1","It's finally here. The Walking Dead: The Ones Who live brings back the story of Rick and Michonne. We've been waiting for 4 years for this and it does not disappoint. This has the look and feel of a blockbuster movie. Rick and Michonne are two fan favorites and two of the main from the original. They ended up falling in love and starting a family and this show continues their love story. Andrew Lincoln (Rick) and Danai Gurira (Michonne) are as good as ever. Everyone who's waited for Rick to return won't be disappointed. This has the solid writing of the good years of the original and the great acting that made us love these characters in the first place. I can't say enough about the three new spinoffs so far. All 3 have been better than anything TWD has put out in year.","26 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Okay-I'm not gonna lie.","MostlyPeacefulMatthew","Okay-I'm not gonna lie. The Ones Who Live first episode was pretty fire.I didn't realize how much I actually missed Rick Grimes.That alone is enough to watch it. Rick Grimes is one of the best characters ever put to screen. The argument is made all the time, he IS the Walking Dead. I do like the theme song in the opening credits as well.It has great visuals. I feel it's very comic book-y. And I am actually already hooked in. I didn't really care that much with the other spin-offs. But Rick-I'm sucked in once again.I know AMC is just never gonna end this freaking universe LOL. But I'll watch anything with Rick in it.9 stars.","25 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Masterpiece!! 10!","Victor411","Absolute masterpiece!!!Character dynamics,cinematography,sound effects,emotional scenes awesome!!Literally enjoyed every second of the first ep. We've been waiting for production like this in the walking dead universe. Especially sound effects and cinematography were something else!The plot twist was unexpected. Ending was the most emotional part! New characters like Okafor,Thorne,Beale had amazing introductions and impacts! Story quality was better than I expected. I hope it keeps this quality. This was what all the walking dead universe fans needed. Amazing performances by Andrew Lincoln and Craig Tate. Thank you for this! Hyped for rest of the show.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","This proved we don't need Quantity Shows, we need Quality shows like this!","arora-pawan1","After last few seasons of The Walking Dead, after Rick's departure, after Mediocre Spin-Offs didn't expect something Soo Good from The Walking Dead Universe! This proved we don't need Quantity Shows, we need Quality shows like this!Direction, Visuals, BGM. Everything is PerfectAndrew Lincolns performance throughout Walking Dead deserves all the praise one can, and he stayed consistently good here as well. Unlike Most Spin-Offs, this Spin-Off is the best I saw in recent times!Story wise, single episode didn't more than rest 2 Spin-Offs Combined, so I would give it a Solid 10/10Looking forward to upcoming episodes!","13 March 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","After they killed the son I didn't stick around....BUT!","msorik","...There is always hope. Its hard to watch when other favorites are not around but i hope these idiots tie it all together in the end. I cannot call them anything but idiots for ruining things...totally didn't care for Negan era, though i watched it till he came down, and the other 'baddies' so i just dipped out. Then i heard about the fork in the middle...Daryl--Mag&Neg--TheRick&Michonne...so that is where we are at. I like intimacy of handful of characters and not a whole city but let's see where we go...DO NOT MESS THIS UP. Of course the third-person perspective of Michonne and the Brave Man, lead me to believe we have a Legend type of thing maybe bieng set up for Rick. Whatever the case great to see Rick and my lady Michonne!","25 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","THIS is The Walking Dead we all loved!","TheWatcher17","Even though the series just started, already it's a masterpiece and EXACTLY how TWD should have been these past few years. The production value, the writing, directing, the emotion, the acting, the mystery, the action, the timing and not wasting it on filler, etc. This is what made a lot of people fall in love with TWD in the first place. Danai and Andrew really showed how it's done and I'm glad they took this seriously not only as actors, but also with writing and directing credits. I really hope this is the true start of the revival of the TWD Universe and not just limited to 6 episodes, because this show is truly exciting and so well done.","8 March 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","Lincoln is back","e-1529","Andrew Lincoln is back and it seems like he hasn't lost a beat. His acting is spot on, he brings the same magic that made the walking dead special. The show and the story looks great, although I think it's too early to make judgements about that, but it looks promising no doubt, I can't wait to see where it goes. I like the fact that they tied up all the loose ends about what happened after Rick's abduction. It was needed.I'm not a hundred percent convinced about the other female character that is fighting along Rick, but I'm just nitpicking really.Great on all levels, let's hope they keep it up.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","my opinion","Ahmedfadil00","I am currently living in a state of shock. I see Rick Grimes after this long period of hiatus, after six, seven, or eight years. I don't know how long, but I see this series with tears in my eyes, especially the first episode, and the end of the first episode was a shock because all the events that happened happened quickly, making me eager to see a lot. Many people hope for the overwhelming success of this series, which deserves ten stars and the sweetest return to the world of The Walking Dead. I hope that they will all meet at the end of the series, and I hope that they will not be satisfied with one part, but that they will create many parts and bring together all the heroes in at least one episode, because I am eager to see the whole family together.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","How The walking Dead Should Have Been Done All Along...","transientdreams","The depth of the screen writing really caught me off-guard here. I had gotten so used to the mundane and repetitive mellow drama of the Walking Dead series and spin-offs that I actually had to watch a few scenes more than once. Some of the dialog almost takes the place of the action at times, as is should in any great action movie. So many great Horror/paranormal TV series suffer from trying to be sensitive and politically correct, while also appealing to as many people as possible. Bad formula! The entire series of 'Le Brea' is the archetypal example of a completely failed script writing that was unworthy of both actors and all behind-the-scenes talent. When I see a series like Reacher, as well as many others, I am reminded that it's all about the money, and the shortsightedness of people with no creative vision whatsoever. If a show is a hit, why try to improve it? Even if it's kinda lame, and cliche and full of people reminiscing about their past traumas through half of an episode. I think those days are OVER now. 'Continuity' has to exist both emotionally, dramatically, and 'actionably'(My word, you can use it). Meaning that ALL forms of filler-drama, retro-memories, crying jags and meaningless babble have to be kept to a meaningful minimum that doesn't slow the entire episode down to a crawl. This show it how it SHOULD be done, and nothing less should be expected.","11 March 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Better Than Expected","Supermanfan-13","The Walking Dead: The Ones Who Live might be the best of all the spinoffs. I was initially hesitant about watching these spinoffs considering the last few seasons of The Walking Dead and Fear the Walking Dead was so up and down (and the other spinoffs have been downright awful) but I've actually really enjoyed all three of the new spinoffs much more than I anticipated. This is the one everyone's been looking forward to for years now. They originally announced a 3 movie deal about continuing Rick Grimes story that was suppose to happen back in 2020 but it never came. Then they changed it to this spinoff and I love it. Andrew Lincoln and Danai Gurira return to their roles of Rick and Michonne. I hope they continue to do multiple seasons of this like they are with the other two spinoffs because they've all been great.","15 March 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","The wait is finally over","DiCaprioFan1","It's finally here. The Walking Dead: The Ones Who live brings back the story of Rick and Michonne. We've been waiting for 4 years for this and it does not disappoint. This has the look and feel of a blockbuster movie. Rick and Michonne are two fan favorites and two of the main from the original. They ended up falling in love and starting a family and this show continues their love story. Andrew Lincoln (Rick) and Danai Gurira (Michonne) are as good as ever. Everyone who's waited for Rick to return won't be disappointed. This has the solid writing of the good years of the original and the great acting that made us love these characters in the first place. I can't say enough about the three new spinoffs so far. All 3 have been better than anything TWD has put out in year.","26 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Okay-I'm not gonna lie.","MostlyPeacefulMatthew","Okay-I'm not gonna lie. The Ones Who Live first episode was pretty fire.I didn't realize how much I actually missed Rick Grimes.That alone is enough to watch it. Rick Grimes is one of the best characters ever put to screen. The argument is made all the time, he IS the Walking Dead. I do like the theme song in the opening credits as well.It has great visuals. I feel it's very comic book-y. And I am actually already hooked in. I didn't really care that much with the other spin-offs. But Rick-I'm sucked in once again.I know AMC is just never gonna end this freaking universe LOL. But I'll watch anything with Rick in it.9 stars.","25 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Masterpiece!! 10!","Victor411","Absolute masterpiece!!!Character dynamics,cinematography,sound effects,emotional scenes awesome!!Literally enjoyed every second of the first ep. We've been waiting for production like this in the walking dead universe. Especially sound effects and cinematography were something else!The plot twist was unexpected. Ending was the most emotional part! New characters like Okafor,Thorne,Beale had amazing introductions and impacts! Story quality was better than I expected. I hope it keeps this quality. This was what all the walking dead universe fans needed. Amazing performances by Andrew Lincoln and Craig Tate. Thank you for this! Hyped for rest of the show.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","This proved we don't need Quantity Shows, we need Quality shows like this!","arora-pawan1","After last few seasons of The Walking Dead, after Rick's departure, after Mediocre Spin-Offs didn't expect something Soo Good from The Walking Dead Universe! This proved we don't need Quantity Shows, we need Quality shows like this!Direction, Visuals, BGM. Everything is PerfectAndrew Lincolns performance throughout Walking Dead deserves all the praise one can, and he stayed consistently good here as well. Unlike Most Spin-Offs, this Spin-Off is the best I saw in recent times!Story wise, single episode didn't more than rest 2 Spin-Offs Combined, so I would give it a Solid 10/10Looking forward to upcoming episodes!","13 March 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","After they killed the son I didn't stick around....BUT!","msorik","...There is always hope. Its hard to watch when other favorites are not around but i hope these idiots tie it all together in the end. I cannot call them anything but idiots for ruining things...totally didn't care for Negan era, though i watched it till he came down, and the other 'baddies' so i just dipped out. Then i heard about the fork in the middle...Daryl--Mag&Neg--TheRick&Michonne...so that is where we are at. I like intimacy of handful of characters and not a whole city but let's see where we go...DO NOT MESS THIS UP. Of course the third-person perspective of Michonne and the Brave Man, lead me to believe we have a Legend type of thing maybe bieng set up for Rick. Whatever the case great to see Rick and my lady Michonne!","25 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","THIS is The Walking Dead we all loved!","TheWatcher17","Even though the series just started, already it's a masterpiece and EXACTLY how TWD should have been these past few years. The production value, the writing, directing, the emotion, the acting, the mystery, the action, the timing and not wasting it on filler, etc. This is what made a lot of people fall in love with TWD in the first place. Danai and Andrew really showed how it's done and I'm glad they took this seriously not only as actors, but also with writing and directing credits. I really hope this is the true start of the revival of the TWD Universe and not just limited to 6 episodes, because this show is truly exciting and so well done.","8 March 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","Lincoln is back","e-1529","Andrew Lincoln is back and it seems like he hasn't lost a beat. His acting is spot on, he brings the same magic that made the walking dead special. The show and the story looks great, although I think it's too early to make judgements about that, but it looks promising no doubt, I can't wait to see where it goes. I like the fact that they tied up all the loose ends about what happened after Rick's abduction. It was needed.I'm not a hundred percent convinced about the other female character that is fighting along Rick, but I'm just nitpicking really.Great on all levels, let's hope they keep it up.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","my opinion","Ahmedfadil00","I am currently living in a state of shock. I see Rick Grimes after this long period of hiatus, after six, seven, or eight years. I don't know how long, but I see this series with tears in my eyes, especially the first episode, and the end of the first episode was a shock because all the events that happened happened quickly, making me eager to see a lot. Many people hope for the overwhelming success of this series, which deserves ten stars and the sweetest return to the world of The Walking Dead. I hope that they will all meet at the end of the series, and I hope that they will not be satisfied with one part, but that they will create many parts and bring together all the heroes in at least one episode, because I am eager to see the whole family together.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","How The walking Dead Should Have Been Done All Along...","transientdreams","The depth of the screen writing really caught me off-guard here. I had gotten so used to the mundane and repetitive mellow drama of the Walking Dead series and spin-offs that I actually had to watch a few scenes more than once. Some of the dialog almost takes the place of the action at times, as is should in any great action movie. So many great Horror/paranormal TV series suffer from trying to be sensitive and politically correct, while also appealing to as many people as possible. Bad formula! The entire series of 'Le Brea' is the archetypal example of a completely failed script writing that was unworthy of both actors and all behind-the-scenes talent. When I see a series like Reacher, as well as many others, I am reminded that it's all about the money, and the shortsightedness of people with no creative vision whatsoever. If a show is a hit, why try to improve it? Even if it's kinda lame, and cliche and full of people reminiscing about their past traumas through half of an episode. I think those days are OVER now. 'Continuity' has to exist both emotionally, dramatically, and 'actionably'(My word, you can use it). Meaning that ALL forms of filler-drama, retro-memories, crying jags and meaningless babble have to be kept to a meaningful minimum that doesn't slow the entire episode down to a crawl. This show it how it SHOULD be done, and nothing less should be expected.","11 March 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Better Than Expected","Supermanfan-13","The Walking Dead: The Ones Who Live might be the best of all the spinoffs. I was initially hesitant about watching these spinoffs considering the last few seasons of The Walking Dead and Fear the Walking Dead was so up and down (and the other spinoffs have been downright awful) but I've actually really enjoyed all three of the new spinoffs much more than I anticipated. This is the one everyone's been looking forward to for years now. They originally announced a 3 movie deal about continuing Rick Grimes story that was suppose to happen back in 2020 but it never came. Then they changed it to this spinoff and I love it. Andrew Lincoln and Danai Gurira return to their roles of Rick and Michonne. I hope they continue to do multiple seasons of this like they are with the other two spinoffs because they've all been great.","15 March 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","The wait is finally over","DiCaprioFan1","It's finally here. The Walking Dead: The Ones Who live brings back the story of Rick and Michonne. We've been waiting for 4 years for this and it does not disappoint. This has the look and feel of a blockbuster movie. Rick and Michonne are two fan favorites and two of the main from the original. They ended up falling in love and starting a family and this show continues their love story. Andrew Lincoln (Rick) and Danai Gurira (Michonne) are as good as ever. Everyone who's waited for Rick to return won't be disappointed. This has the solid writing of the good years of the original and the great acting that made us love these characters in the first place. I can't say enough about the three new spinoffs so far. All 3 have been better than anything TWD has put out in year.","26 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Okay-I'm not gonna lie.","MostlyPeacefulMatthew","Okay-I'm not gonna lie. The Ones Who Live first episode was pretty fire.I didn't realize how much I actually missed Rick Grimes.That alone is enough to watch it. Rick Grimes is one of the best characters ever put to screen. The argument is made all the time, he IS the Walking Dead. I do like the theme song in the opening credits as well.It has great visuals. I feel it's very comic book-y. And I am actually already hooked in. I didn't really care that much with the other spin-offs. But Rick-I'm sucked in once again.I know AMC is just never gonna end this freaking universe LOL. But I'll watch anything with Rick in it.9 stars.","25 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","Masterpiece!! 10!","Victor411","Absolute masterpiece!!!Character dynamics,cinematography,sound effects,emotional scenes awesome!!Literally enjoyed every second of the first ep. We've been waiting for production like this in the walking dead universe. Especially sound effects and cinematography were something else!The plot twist was unexpected. Ending was the most emotional part! New characters like Okafor,Thorne,Beale had amazing introductions and impacts! Story quality was better than I expected. I hope it keeps this quality. This was what all the walking dead universe fans needed. Amazing performances by Andrew Lincoln and Craig Tate. Thank you for this! Hyped for rest of the show.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","This proved we don't need Quantity Shows, we need Quality shows like this!","arora-pawan1","After last few seasons of The Walking Dead, after Rick's departure, after Mediocre Spin-Offs didn't expect something Soo Good from The Walking Dead Universe! This proved we don't need Quantity Shows, we need Quality shows like this!Direction, Visuals, BGM. Everything is PerfectAndrew Lincolns performance throughout Walking Dead deserves all the praise one can, and he stayed consistently good here as well. Unlike Most Spin-Offs, this Spin-Off is the best I saw in recent times!Story wise, single episode didn't more than rest 2 Spin-Offs Combined, so I would give it a Solid 10/10Looking forward to upcoming episodes!","13 March 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","After they killed the son I didn't stick around....BUT!","msorik","...There is always hope. Its hard to watch when other favorites are not around but i hope these idiots tie it all together in the end. I cannot call them anything but idiots for ruining things...totally didn't care for Negan era, though i watched it till he came down, and the other 'baddies' so i just dipped out. Then i heard about the fork in the middle...Daryl--Mag&Neg--TheRick&Michonne...so that is where we are at. I like intimacy of handful of characters and not a whole city but let's see where we go...DO NOT MESS THIS UP. Of course the third-person perspective of Michonne and the Brave Man, lead me to believe we have a Legend type of thing maybe bieng set up for Rick. Whatever the case great to see Rick and my lady Michonne!","25 February 2024","9/10"
"The Walking Dead: The Ones Who Live (2024)","THIS is The Walking Dead we all loved!","TheWatcher17","Even though the series just started, already it's a masterpiece and EXACTLY how TWD should have been these past few years. The production value, the writing, directing, the emotion, the acting, the mystery, the action, the timing and not wasting it on filler, etc. This is what made a lot of people fall in love with TWD in the first place. Danai and Andrew really showed how it's done and I'm glad they took this seriously not only as actors, but also with writing and directing credits. I really hope this is the true start of the revival of the TWD Universe and not just limited to 6 episodes, because this show is truly exciting and so well done.","8 March 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","Lincoln is back","e-1529","Andrew Lincoln is back and it seems like he hasn't lost a beat. His acting is spot on, he brings the same magic that made the walking dead special. The show and the story looks great, although I think it's too early to make judgements about that, but it looks promising no doubt, I can't wait to see where it goes. I like the fact that they tied up all the loose ends about what happened after Rick's abduction. It was needed.I'm not a hundred percent convinced about the other female character that is fighting along Rick, but I'm just nitpicking really.Great on all levels, let's hope they keep it up.","25 February 2024","10/10"
"The Walking Dead: The Ones Who Live (2024)","my opinion","Ahmedfadil00","I am currently living in a state of shock. I see Rick Grimes after this long period of hiatus, after six, seven, or eight years. I don't know how long, but I see this series with tears in my eyes, especially the first episode, and the end of the first episode was a shock because all the events that happened happened quickly, making me eager to see a lot. Many people hope for the overwhelming success of this series, which deserves ten stars and the sweetest return to the world of The Walking Dead. I hope that they will all meet at the end of the series, and I hope that they will not be satisfied with one part, but that they will create many parts and bring together all the heroes in at least one episode, because I am eager to see the whole family together.","25 February 2024","10/10"
